title,price,property_type,location,publication_date,link,city
Rdc s3 à médina jadida,1300.0,Appartement,Nouvelle Medina,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385059,Nouvelle Medina
Occasion a dar allouche de te,90000.0,Autre,Dar Allouche,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385725,Dar Allouche
Occasion de1600 mètre carré a,960000.0,Autre,Kerkouane,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385724,Kerkouane
Studio meublé,900.0,Autre,Marsa Safsaf,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381958,Marsa Safsaf
Appartement à cité enass,1880.0,Appartement,Cite Ennasser,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375414,Cite Ennasser
Appartement s3 au la,3200.0,Appartement,Berge Du Lac,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3359663,Berge Du Lac
Terrain pointe vtm01,240000.0,Terrain,Beni Khalled,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385722,Beni Khalled
Hammam chatt,900000.0,Autre,Hammam Chatt,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385720,Hammam Chatt
Ter ennasser,540000.0,Autre,Cite Ennasr,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3339706,Cite Ennasr
Étage de villa s3 hst à,230000.0,Appartement,Zaouit Mornag,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3368229,Zaouit Mornag
Appartement haut standin,1250.0,Appartement,Bou Mhel,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3373730,Bou Mhel
Terrain pour investir de 5000,200000.0,Terrain,Kelibia,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385718,Kelibia
Appartement haut standin,1200.0,Appartement,Bou Mhel,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3374296,Bou Mhel
Bonne occasion de 1150 mètre,920000.0,Autre,Dar Allouche,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385715,Dar Allouche
780 mètre carré au  bord de l,1950000.0,Autre,Kelibia,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385713,Kelibia
Bureaux s1 s2 s3 à  rade,1000.0,Appartement,Zone Industriel,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3346274,Zone Industriel
Une villa à gammarth,8000.0,Villa,Carthage,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3343999,Carthage
Cafétéria à ezzahra  fond et,130000.0,Autre,Ezzahra,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385711,Ezzahra
Bonne affaire  de terrain de,63000.0,Terrain,Dar Allouche,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385710,Dar Allouche
S1 aux jardins de cartha,1700.0,Appartement,Jardins de Cart,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3384582,Jardins de Cart
Appartement s2 neuf,580.0,Appartement,La Mannouba,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385709,La Mannouba
S2 aux jardins de cartha,1900.0,Appartement,Jardins de Cart,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369471,Jardins de Cart
Appartement s1 à ain zag,1700.0,Appartement,Ain Zaghouan,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381144,Ain Zaghouan
Bonne affaire  de 970  mètre,970000.0,Autre,El Haouaria,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385707,El Haouaria
Un appartement s3 à,4300.0,Appartement,Sidi Daoud,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385705,Sidi Daoud
Bonne occasion de 1 hect,315000.0,Autre,Ezzahra,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385704,Ezzahra
Terrain  a hammam  el ghezaz,90000.0,Terrain,Tamazrat,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385703,Tamazrat
Triplex en 4 espaces,5000.0,Autre,Berge Du Lac,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3360395,Berge Du Lac
Bureau en 9 espaces,4000.0,Autre,Montplaisir,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3360236,Montplaisir
S1 jamais habité haut st,1000.0,Appartement,Cite Ennasr 2,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381960,Cite Ennasr 2
Bureau en 7 espaces,3500.0,Autre,Montplaisir,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3360224,Montplaisir
Terrain kobra vtm010,600000.0,Terrain,Beni Khalled,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385701,Beni Khalled
Convient pour bureau ou,4500.0,Autre,Berge Du Lac,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3373031,Berge Du Lac
S2 rue de marseille,170000.0,Appartement,Bab Bhar,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3306245,Bab Bhar
Bonne affaire d'investissemen,1690000.0,Autre,Tamazrat,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385699,Tamazrat
Appartement s1 meublé,1000.0,Appartement,La Mannouba,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385694,La Mannouba
Bureau s1 a hammam lif,500.0,Appartement,Hammam Lif,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375019,Hammam Lif
Espace pour commerce,250.0,Autre,Cite El Mansour,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381640,Cite El Mansour
Investir un terrain de 1300 m,1690000.0,Terrain,Hammam Jebli,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385686,Hammam Jebli
Terrain perla vtn012,100000.0,Terrain,Beni Khalled,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385685,Beni Khalled
S plus 2 directe promote,340980.0,Autre,El Aouina,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3383974,El Aouina
S plus 1 la nouvelle sou,1500.0,Autre,El Aouina,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3379997,El Aouina
Bel app à medina jadida,240000.0,Autre,Nouvelle Medina,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3327184,Nouvelle Medina
Vil b arous ville,820000.0,Autre,Ben Arous,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3346468,Ben Arous
Occasion de  terrain magique,63000.0,Terrain,Hammam El Gheza,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385684,Hammam El Gheza
Appart s2 neuf à ben arous,850.0,Appartement,Ben Arous,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385331,Ben Arous
Appartement tout neuf,1150.0,Appartement,Cite Bhar Lazre,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385683,Cite Bhar Lazre
Loue pour agence banquai,3000.0,Autre,Charguia 2,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385682,Charguia 2
Appart s2 ahlem à bo,120000.0,Appartement,Borj Louzir,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385681,Borj Louzir
Terrain fatima vtm01,600000.0,Terrain,El Frinine,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385680,El Frinine
Duplex julissa meubl,6000.0,Autre,Gammart,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385679,Gammart
Villa jumelée avec jardi,730000.0,Villa,El Manar 1,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381345,El Manar 1
Immeuble kénia à beb,55000.0,Autre,Bab Bhar,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385677,Bab Bhar
S plus 1 meuble sidi daoud,1950.0,Autre,Sidi Daoud,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3367463,Sidi Daoud
S plus 2 a cite wahat laouina,215000.0,Autre,El Aouina,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3291510,El Aouina
Dépot brady à ksar s,4000.0,Autre,Ksar Said,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3357337,Ksar Said
Un appartement s1 ne,330000.0,Appartement,Ain Zaghouan,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385180,Ain Zaghouan
S plus 1 a  wahat aouina,1050.0,Autre,El Aouina,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3379107,El Aouina
Une villa s5 à ain z,4500.0,Villa,Ain Zaghouan,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3383077,Ain Zaghouan
Terrain de 655m à bh,623000.0,Terrain,Cite Bhar Lazre,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381475,Cite Bhar Lazre
Bonne affaire de 530  mètre c,795000.0,Autre,Ezzahra,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385675,Ezzahra
Occasion de hammam  el ghezaz,1819000.0,Autre,Hammam El Gheza,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385674,Hammam El Gheza
Un  terrain  dans  un endroit,90000.0,Terrain,Kelibia,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385673,Kelibia
Occasion de 2350 au cap bon,1410000.0,Autre,Kerkouane,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385672,Kerkouane
Terrain pour  les investisseu,730400.0,Terrain,Dar Allouche,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385671,Dar Allouche
Un terrain dans un endroit  m,2132500.0,Terrain,Kelibia,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385669,Kelibia
Offre de terrain a kelibia de,63000.0,Terrain,Kelibia,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385667,Kelibia
S3 spacieux bien entrete,1350.0,Appartement,Jardins d'el Me,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3365637,Jardins d'el Me
Un bon lieu,225000.0,Autre,El Alia,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385665,El Alia
Pour fonctionaire ou etudiant,480.0,Autre,Habib Thameur,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385547,Habib Thameur
Studio 1 a bardo 2 rommana,400.0,Autre,Rommana,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3384113,Rommana
Al rdc s2 avec garage et,1700.0,Appartement,Cite Erriadh,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3380525,Cite Erriadh
Terrain r2 gammarth 600m,570000.0,Terrain,Gammart,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3350410,Gammart
Villa de maitre av,3500000.0,Villa,El Menzah 4,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3350408,El Menzah 4
Propre ensoleillé avec deux b,150.0,Autre,Ghar El Melh,24/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3365161,Ghar El Melh
Terrain agricole de 16 h,10000.0,Terrain,El Haouaria,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385025,El Haouaria
Maison a la marsa côté amen b,830000.0,Maison,Marsa Safsaf,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385653,Marsa Safsaf
Terrain sur la rue principale,200000.0,Terrain,Echabiba,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385652,Echabiba
Bureau hall plus 4 haut,2875.0,Autre,Berge Du Lac,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3025439,Berge Du Lac
Un appartement s4 au 9éme éta,1500.0,Appartement,El Menzah 1,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3377713,El Menzah 1
Terrain contruit,1200000.0,Terrain,Caid Mhamed,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3380713,Caid Mhamed
4 depots ou magasins  ci,1400.0,Autre,Kairouan,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385649,Kairouan
Local commercial à bizer,180000.0,Autre,Bizerte,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385646,Bizerte
Villa de plage,550000.0,Villa,Cite De La Plag,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385644,Cite De La Plag
Un appartement s 2 jardi,1050.0,Appartement,Jardins d'el Me,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3379037,Jardins d'el Me
Appartement bardo,280000.0,Appartement,Le Bardo,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3360834,Le Bardo
Un appartement s2 haut standi,1000.0,Appartement,Le Bardo,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3363952,Le Bardo
Maison  pour étudiants près d,850.0,Maison,Bab Saadoun,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385643,Bab Saadoun
Hall plus 2 très haut st,1200.0,Autre,Republique,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=2978293,Republique
Joli terrain loti 635 m2,1365250.0,Terrain,Berge Du Lac,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3067573,Berge Du Lac
Très beau terrain pou vi,3000000.0,Terrain,Marsa Ennassim,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3014859,Marsa Ennassim
Duplex villa a la marsa nassi,1300000.0,Villa,Marsa Ennassim,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385642,Marsa Ennassim
Meublé climatisé pour fi,800.0,Autre,Le Bardo,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385641,Le Bardo
Maison sur la route prin,130000.0,Maison,Dar Allouche,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385634,Dar Allouche
Appartement borj louzir,550.0,Appartement,Borj Louzir,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385633,Borj Louzir
Terrain raoued ariana,125000.0,Terrain,Raoued,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385632,Raoued
Lots de terrain r2 et r4,90000.0,Terrain,Sousse Riadh,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385631,Sousse Riadh
Terrain d'habitation,250000.0,Terrain,Soliman,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385627,Soliman
Haut standing indépendant,1300.0,Autre,Le Bardo,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376381,Le Bardo
Pour couple ou petite famille,450.0,Autre,Le Bardo,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385626,Le Bardo
Rdc villa juste à côté du mal,1500.0,Villa,Sakiet Ezzit,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385618,Sakiet Ezzit
Bonne occasion,1200000.0,Autre,Bou Charray,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385614,Bou Charray
A ne pas rater,600.0,Autre,Sidi Daoud,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376331,Sidi Daoud
Terrain el mninhla,200000.0,Terrain,Mnihla,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3363161,Mnihla
Etage commercial et bure,5000.0,Autre,El Menzah 6,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3344953,El Menzah 6
Terrain 8 mraja3 pas loi,280000.0,Terrain,Sidi Salah,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385610,Sidi Salah
Local commercial menzah,2500.0,Autre,El Menzah 5,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3348843,El Menzah 5
Terrain 6 hectares jardi,2100000.0,Terrain,Jardins d'el Me,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3250096,Jardins d'el Me
Villa 3 niveaux ariana,750000.0,Villa,Ariana,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3328405,Ariana
Apprt a complex al saida,165000.0,Autre,La Mannouba,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385608,La Mannouba
Terrain à bâtir à sanheja,100000.0,Terrain,La Mannouba,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3378486,La Mannouba
Dépôt à soukra 210m2,1400.0,Autre,La Soukra,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385598,La Soukra
Dépôt à soukra 250m2,2200.0,Autre,La Soukra,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385596,La Soukra
Appartement s plus deux,1350.0,Appartement,Ain Zaghouan,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3378776,Ain Zaghouan
Tu ouest 5342 m2 l24,8000.0,Autre,La Mannouba,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3364865,La Mannouba
Sousse 2700 m2 r1 l2,16000.0,Autre,Sousse,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3364106,Sousse
Sousse 1300 m2 rdc l,7500.0,Autre,Sousse,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3363954,Sousse
Villa  etat moyenne  sur ter,1100000.0,Villa,Cite Oplympique,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3332091,Cite Oplympique
Terrain r4 la marsa,1917000.0,Terrain,Cite Bhar Lazre,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3380659,Cite Bhar Lazre
Studio meublé chic et co,700.0,Autre,El Kantaoui,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385587,El Kantaoui
Terrain à  sidi hammed,345950.0,Terrain,Sidi Hmed,23/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385583,Sidi Hmed
S 0 prés terminus métro arian,650.0,Autre,Ariana,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385585,Ariana
Appartement s 4 gremda,360000.0,Appartement,Sidi Abbes,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3372693,Sidi Abbes
S plus 2 bonne  état,450.0,Autre,Merkez Dammak,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385582,Merkez Dammak
2 lot de terrains à aria,1120000.0,Terrain,Cebalet Ben Amm,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385581,Cebalet Ben Amm
95dt m2 vieux port de gh,200000.0,Autre,Ghar El Melh,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3335618,Ghar El Melh
Pour couple marié,800.0,Autre,La Soukra,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3348744,La Soukra
S3 à sahloul 4,1200.0,Appartement,Sahloul,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3383626,Sahloul
S plus 1 meublé ain,1500.0,Autre,Ain Zaghouan,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3375927,Ain Zaghouan
S0 propre avec chauffage,350.0,Autre,Bab Bhar,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3382216,Bab Bhar
Partenaire pour achever,50000.0,Autre,Sidi Khelifa,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3372577,Sidi Khelifa
Terrain 200 m2 à dar all,62000.0,Terrain,Dar Allouche,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3368669,Dar Allouche
Terrain agricole 11000 m,550000.0,Terrain,Dar Allouche,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3346781,Dar Allouche
Villa haut standing 240,450000.0,Villa,Kerkouane,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3346780,Kerkouane
S1 jardin aouina coté be,950.0,Appartement,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3378765,El Aouina
S1 meublé neuf haut stan,1850.0,Appartement,Jardins de Cart,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385561,Jardins de Cart
Etage de villa,870.0,Villa,El Omrane Super,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385560,El Omrane Super
Etage de villa s2 ariana,630.0,Appartement,Cite Ennouzha,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385559,Cite Ennouzha
Appartement,170000.0,Appartement,El Omrane Super,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3327319,El Omrane Super
Appartement s1  disponib,550.0,Appartement,La Mannouba,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385555,La Mannouba
Terrain à borjtouil,110000.0,Terrain,Borj Touil,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3377940,Borj Touil
Surface 1er etage,40000.0,Autre,Bizerte,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3210639,Bizerte
Villa à borjtouil ariana,700000.0,Villa,Borj Touil,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3366098,Borj Touil
S plus 1 lwahat aouina,1000.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3357744,El Aouina
S plus 2 hts ain zaghoua,680000.0,Autre,Ain Zaghouan,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3314582,Ain Zaghouan
S plus 1 a laouina,1050.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3364184,El Aouina
Apt 2 chambres elmanar1,850.0,Autre,El Manar 1,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3379380,El Manar 1
Appartement meublé,430.0,Appartement,Monastir,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385553,Monastir
Studio équipé ennasr2,900.0,Autre,Cite Ennasr 2,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385551,Cite Ennasr 2
Appartement coté hop mat,820.0,Appartement,Riadh Landlous,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3373653,Riadh Landlous
Villa    sidi bou said r,6000.0,Villa,Sidi Bousaid,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385550,Sidi Bousaid
Villa s5   la marsa ref3,4500.0,Villa,Cite El Khalil,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385549,Cite El Khalil
S1 meublé aux jardins de,1500.0,Appartement,Jardins de Cart,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3309130,Jardins de Cart
Villa s4 à gammarth,7000.0,Villa,Gammart,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3344680,Gammart
Neuf s2 à v aux jardins,571650.0,Appartement,Jardins de Cart,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3342078,Jardins de Cart
Maison deux étages,120000.0,Maison,Jayara,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385544,Jayara
Étage de villa s2 à cité,1200.0,Appartement,Cite Ennasr 2,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385535,Cite Ennasr 2
Appt s plus 3 avec ppkg,385000.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376596,El Aouina
Tage de villa en s2   re,200000.0,Appartement,Cite El Mahrsi,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385530,Cite El Mahrsi
Dar hammamet,2300000.0,Autre,Hammamet,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3148732,Hammamet
Appartement sabri,1800.0,Appartement,Hammamet,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3265435,Hammamet
Appartement s2 à la souk,1500.0,Appartement,La Soukra,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369462,La Soukra
Immeuble khouili à j,340000.0,Autre,Cite Afh,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385527,Cite Afh
S2 neuf à cité el wahat,1200.0,Appartement,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3381726,El Aouina
S1 meublée à jardins de,1600.0,Appartement,Jardins de Cart,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3382527,Jardins de Cart
S2 à lac 2,2100.0,Appartement,Berge Du Lac,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3382723,Berge Du Lac
Appartement s 2 ht stand,1450.0,Appartement,Cite Ennasr 2,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385408,Cite Ennasr 2
Appartement s3 à la souk,3000.0,Appartement,La Soukra,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369436,La Soukra
S1 meublé à ain zaghouan,1200.0,Appartement,Ain Zaghouan,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369409,Ain Zaghouan
S1 meublé à ain zaghouan,1300.0,Appartement,Ain Zaghouan,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369372,Ain Zaghouan
S plus 3 meuble wahat,1700.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3349413,El Aouina
S plus 1 meublee l'wahat aoui,1150.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3358330,El Aouina
Villa spacieuse et propr,990000.0,Villa,Sahloul,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385524,Sahloul
S plus 3 meuble lac 1,2500.0,Autre,Berge Du Lac,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3365836,Berge Du Lac
Appart s3  warda à e,200000.0,Appartement,El Mourouj,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385522,El Mourouj
S plus 0 a la nouvelle s,145000.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3377349,El Aouina
Chance d'investir au cap 5 he,1000000.0,Autre,Hammam El Gheza,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385521,Hammam El Gheza
Une villa avec studio à,420000.0,Villa,Mosque Erraoudh,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3369750,Mosque Erraoudh
Appt s plus 1 richement,1100.0,Autre,El Aouina,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3383970,El Aouina
Terrain  dans un endroit magn,1020000.0,Terrain,Hammam El Gheza,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385517,Hammam El Gheza
A un appartement s2,310000.0,Appartement,La Soukra,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385515,La Soukra
Immeuble 4 appart,700000.0,Appartement,Cite El Ouns,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3372896,Cite El Ouns
Terrain de 1000 mètre carré c,63000.0,Terrain,Kerkouane,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385513,Kerkouane
Ennasr 2  appt s1 haut s,999.0,Appartement,Cite Ennasr 2,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3384562,Cite Ennasr 2
Occasion de 2100 au cap bon k,1260000.0,Autre,Kerkouane,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385511,Kerkouane
S1 spatieux meublé neuf,1850.0,Appartement,Jardins de Cart,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385510,Jardins de Cart
Terrain agricole a dar allouc,672000.0,Terrain,Dar Allouche,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385509,Dar Allouche
Investir un terrain de 1 hect,315000.0,Terrain,Ezzahra,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385507,Ezzahra
Appartement s3 à la souk,1450.0,Appartement,La Soukra,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3376150,La Soukra
S plus 1 a la nouvelle s,242000.0,Autre,Ain Zaghouan,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385505,Ain Zaghouan
Bonne occasion d'investisseme,1735000.0,Autre,Kelibia,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3385504,Kelibia
Un appartement de haut s,650.0,Appartement,Hergla,22/02/2025,DetailsAnnonceImmobilier.asp?cod_ann=3370120,Hergla
